Customer_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Monthly_Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
18966,M,Single,2,College Graduate,No,60000,187510,60,1,Urban,Y
30696,M,Single,0,College Graduate,Yes,120000,416757,96,1,Rural,N
19848,M,Married,0,College Graduate,Yes,62500,238375,12,0,Urban,Y
30002,F,Married,0,College Graduate,No,113000,175686,84,1,Rural,N
11830,M,Single,1,College Graduate,No,45000,156150,108,0,Urban,Y
5075,M,Married,2,College Graduate,No,31416,334929,36,0,Rural,Y
14558,M,Single,1,College Graduate,Yes,50004,163497,108,1,Rural,Y
12613,M,Single,1,College Graduate,No,47000,477135,96,1,Rural,Y
14904,M,Married,0,College Graduate,Yes,51500,92485,6,1,Rural,Y
15120,F,Single,0,College Graduate,Yes,52000,280164,72,1,Urban,Y
2920,M,Married,0,College Graduate,No,26400,432776,60,1,Rural,Y
4604,M,Single,0,High School Graduate,No,30000,497910,72,0,Urban,Y
2315,M,Single,0,College Graduate,No,24996,276744,96,1,Rural,Y
30005,M,Married,3+,College Graduate,Yes,113000,295329,84,1,Rural,Y
14818,M,Married,0,College Graduate,Yes,51000,61731,36,1,Urban,Y
29603,F,Single,3+,College Graduate,Yes,108600,481182,12,1,Rural,N
3599,M,Married,0,College Graduate,No,29000,481199,72,1,Rural,Y
2222,F,Married,0,College Graduate,No,24000,148472,24,1,Urban,Y
31557,M,Single,2,College Graduate,Yes,140000,395317,96,0,Urban,Y
14711,F,Single,0,College Graduate,Yes,51000,257199,72,1,Rural,N
4460,M,Single,0,College Graduate,No,30000,329593,60,0,Urban,N
17935,M,Single,1,College Graduate,Yes,59000,449660,24,1,Rural,N
31069,F,Single,0,College Graduate,No,127000,203400,6,1,Urban,Y
5095,M,Single,0,College Graduate,No,31500,204850,6,0,Urban,Y
28614,M,Single,0,College Graduate,No,100000,302455,96,0,Urban,Y
6186,M,Single,0,College Graduate,No,34000,157257,84,0,Rural,N
30821,M,Married,0,College Graduate,Yes,123000,68906,60,1,Rural,Y
9145,F,Married,2,College Graduate,No,40000,267299,96,0,Rural,Y
2198,M,Married,0,College Graduate,No,24000,454533,60,1,Urban,N
23676,F,Single,0,College Graduate,No,75000,136283,24,1,Urban,N
30014,F,Married,0,College Graduate,No,113000,55890,48,1,Urban,N
8954,M,Married,1,College Graduate,No,40000,405306,48,1,Rural,N
21350,M,Married,1,College Graduate,Yes,67000,338912,24,1,Rural,Y
14027,M,Married,0,College Graduate,No,50000,479629,108,1,Urban,Y
10540,M,Single,2,College Graduate,No,42260,74408,108,1,Urban,Y
30380,M,Married,0,College Graduate,No,119500,254951,36,1,Urban,N
7895,F,Married,3+,College Graduate,No,37200,218276,12,1,Rural,N
13036,F,Married,1,College Graduate,No,48000,70686,6,0,Rural,Y
8842,M,Married,1,College Graduate,No,39875,61468,84,0,Rural,Y
8277,M,Single,1,College Graduate,No,38100,422065,84,1,Rural,N
730,M,Single,0,High School Graduate,No,18000,134847,60,1,Urban,N
18529,M,Married,0,College Graduate,Yes,60000,285123,36,0,Urban,Y
11661,M,Married,2,College Graduate,No,45000,406311,48,1,Rural,Y
6683,M,Single,0,High School Graduate,No,35000,113127,108,0,Urban,Y
23395,F,Married,2,College Graduate,No,73700,454790,96,1,Urban,Y
851,M,Single,0,High School Graduate,No,18000,163832,120,1,Urban,Y
30165,M,Single,0,College Graduate,Yes,115000,337009,12,1,Urban,Y
2155,M,Married,0,High School Graduate,No,24000,184379,60,1,Urban,N
11751,M,Single,3+,College Graduate,No,45000,332364,12,1,Rural,Y
15842,F,Married,2,College Graduate,Yes,54000,129282,72,1,Rural,N
29202,M,Married,0,College Graduate,No,104000,93018,36,1,Urban,N
6152,M,Single,1,High School Graduate,No,34000,435376,120,1,Rural,N
26002,M,Married,0,College Graduate,Yes,84000,148216,60,1,Rural,Y
20538,F,Single,1,College Graduate,No,65000,445090,24,1,Urban,Y
12479,M,Single,2,College Graduate,No,46852,251746,6,1,Rural,N
4265,F,Single,0,College Graduate,No,30000,375427,96,1,Rural,Y
17044,M,Single,2,College Graduate,No,56000,358583,84,1,Rural,N
8966,M,Married,3+,College Graduate,No,40000,479695,6,1,Urban,Y
3759,F,Single,0,College Graduate,No,29160,89274,36,0,Rural,Y
24639,F,Single,1,College Graduate,No,78000,165949,60,1,Urban,Y
2295,M,Single,2,High School Graduate,No,24960,327838,60,1,Urban,Y
27998,M,Single,0,College Graduate,No,95000,333211,12,1,Rural,N
2165,M,Single,0,High School Graduate,No,24000,463614,24,1,Rural,Y
17861,M,Married,2,College Graduate,No,58650,425283,96,1,Rural,Y
14415,M,Married,3+,College Graduate,No,50000,284216,24,1,Rural,Y
3032,M,Married,3+,High School Graduate,No,27000,411215,96,1,Rural,N
28707,M,Married,2,College Graduate,No,100000,389896,72,0,Urban,Y
27599,F,Married,2,College Graduate,Yes,92000,84409,108,0,Rural,N
13553,M,Married,0,College Graduate,No,49000,79719,24,1,Rural,Y
16606,M,Single,1,College Graduate,No,55000,136565,36,1,Urban,Y
8315,M,Married,1,College Graduate,No,38400,202766,6,1,Rural,Y
7662,M,Married,0,College Graduate,No,36662,263175,24,1,Rural,Y
28923,M,Single,1,College Graduate,No,100000,174707,48,0,Urban,N
30402,F,Married,2,College Graduate,No,120000,468736,48,1,Rural,N
26211,M,Married,0,College Graduate,Yes,85000,193753,12,1,Rural,N
9979,M,Married,0,College Graduate,No,41820,210388,72,1,Urban,Y
14199,F,Single,2,College Graduate,No,50000,154067,12,1,Rural,Y
10258,M,Single,0,College Graduate,No,42000,222729,6,0,Rural,Y
6526,M,Married,0,College Graduate,No,35000,352284,96,1,Urban,Y
18601,M,Single,2,College Graduate,No,60000,472512,120,1,Rural,Y
8964,M,Single,2,College Graduate,No,40000,406170,6,1,Rural,N
31595,M,Single,1,College Graduate,No,140000,406267,120,0,Rural,N
9404,M,Single,0,College Graduate,No,40000,339382,96,1,Urban,Y
492,M,Married,0,College Graduate,No,15085,268749,72,1,Rural,Y
10199,F,Married,0,College Graduate,No,42000,176786,120,1,Rural,N
26938,M,Single,3+,College Graduate,Yes,88596,361888,84,1,Rural,Y
31080,M,Married,0,College Graduate,No,127500,163323,96,1,Rural,Y
822,M,Single,0,High School Graduate,No,18000,410377,12,1,Urban,Y
13093,F,Married,0,College Graduate,No,48000,131851,72,1,Rural,Y
23018,M,Married,0,College Graduate,No,72000,310435,24,0,Urban,N
12749,F,Single,0,College Graduate,No,47800,263898,12,0,Urban,Y
25771,M,Married,3+,College Graduate,No,82000,300192,60,1,Rural,Y
27968,M,Single,0,College Graduate,No,95000,366662,60,0,Urban,Y
4934,M,Single,1,High School Graduate,No,31000,244370,108,1,Urban,N
26732,F,Single,0,College Graduate,Yes,87000,268769,48,1,Rural,N
23117,M,Married,0,College Graduate,No,72000,380428,60,1,Urban,Y
25688,F,Married,0,College Graduate,No,82000,88500,36,0,Urban,Y
13005,M,Single,0,College Graduate,No,48000,369457,84,1,Rural,Y
7435,F,Single,0,College Graduate,No,36000,268266,108,1,Rural,Y
25082,M,Single,3+,College Graduate,Yes,80000,154219,12,1,Urban,N
9437,F,Single,2,College Graduate,No,40000,111676,12,1,Urban,N
25248,M,Single,2,College Graduate,No,80000,327123,12,1,Rural,Y
16698,M,Married,0,College Graduate,Yes,55000,87462,24,1,Rural,Y
29610,M,Married,1,College Graduate,Yes,108800,479010,120,1,Rural,N
3677,M,Single,3+,College Graduate,No,29000,401406,60,1,Rural,Y
28634,M,Married,0,College Graduate,Yes,100000,461623,96,1,Urban,N
21706,M,Married,2,College Graduate,No,68340,387591,72,1,Urban,Y
11735,F,Married,0,College Graduate,No,45000,253680,60,1,Urban,Y
19600,F,Single,1,College Graduate,No,62000,209497,120,0,Rural,Y
1839,F,Married,0,College Graduate,No,23900,177927,24,1,Urban,Y
15772,F,Married,0,College Graduate,Yes,54000,474938,108,1,Rural,Y
17223,M,Married,3+,College Graduate,Yes,56500,485789,12,1,Rural,Y
5305,M,Married,2,High School Graduate,No,32000,231226,12,1,Rural,N
10979,F,Single,0,College Graduate,No,44000,330393,72,1,Rural,Y
14289,M,Married,0,College Graduate,No,50000,58671,72,1,Rural,Y
23992,M,Married,1,College Graduate,No,75000,283703,108,1,Urban,Y
26224,M,Single,2,College Graduate,No,85000,415857,84,1,Rural,Y
27055,F,Married,0,College Graduate,Yes,90000,322729,96,1,Urban,N
29662,M,Single,0,College Graduate,No,110000,465779,12,1,Urban,Y
12530,M,Married,0,College Graduate,No,47000,266535,60,1,Rural,Y
10630,M,Married,1,College Graduate,No,42996,237443,36,1,Rural,Y
28245,M,Married,1,College Graduate,Yes,96500,114261,120,1,Rural,Y
27855,M,Married,0,College Graduate,Yes,95000,345207,120,0,Urban,Y
24321,M,Single,2,College Graduate,Yes,76000,143174,60,0,Urban,Y
19584,F,Single,0,College Graduate,No,62000,110257,12,1,Urban,Y
29972,F,Single,0,College Graduate,Yes,112500,232247,96,0,Urban,Y
16893,M,Single,0,College Graduate,Yes,55438,138633,48,1,Rural,Y
30932,M,Single,1,College Graduate,Yes,125000,295838,12,1,Rural,Y
14246,M,Single,0,College Graduate,No,50000,485486,96,1,Urban,Y
25478,M,Single,1,College Graduate,Yes,80004,159873,96,1,Urban,Y
30062,M,Single,0,College Graduate,Yes,114000,54806,48,1,Urban,N
18820,M,Married,0,College Graduate,Yes,60000,484565,48,1,Urban,Y
31358,M,Single,1,College Graduate,Yes,133800,358862,48,1,Urban,Y
29145,F,Single,0,College Graduate,No,103000,360260,84,1,Urban,Y
2615,M,Single,0,High School Graduate,No,25200,481231,120,1,Rural,Y
26833,M,Single,0,College Graduate,Yes,88000,108065,24,1,Rural,Y
7127,M,Single,2,College Graduate,No,36000,270345,108,1,Urban,Y
14770,M,Married,0,College Graduate,Yes,51000,226207,120,1,Urban,Y
21515,M,Married,3+,College Graduate,No,67900,392277,96,0,Urban,Y
245,F,Married,0,College Graduate,No,12360,433509,60,1,Rural,Y
14240,F,Married,0,College Graduate,No,50000,65637,120,0,Rural,N
27321,F,Single,0,College Graduate,No,90000,474161,12,0,Urban,Y
3265,F,Single,0,College Graduate,No,28000,408075,24,1,Urban,Y
6781,M,Married,2,High School Graduate,No,35000,421423,84,1,Urban,N
28086,M,Single,2,College Graduate,Yes,96000,247927,12,1,Urban,Y
15559,M,Single,0,College Graduate,Yes,53000,348642,60,0,Rural,Y
9791,M,Married,2,College Graduate,No,41000,403416,120,1,Rural,N
12845,M,Married,0,College Graduate,No,48000,371131,24,1,Rural,N
9199,M,Single,0,College Graduate,No,40000,342984,24,0,Urban,Y
26591,F,Single,0,College Graduate,No,86000,329907,12,1,Rural,N
7119,F,Single,2,College Graduate,No,36000,200402,6,1,Urban,Y
6113,M,Single,0,College Graduate,No,34000,289016,60,0,Urban,N
21525,M,Single,1,College Graduate,Yes,68000,403251,108,1,Urban,Y
1392,M,Married,2,High School Graduate,No,21000,443275,12,1,Urban,Y
5466,F,Married,2,College Graduate,No,32388,142794,6,1,Urban,Y
11309,M,Married,2,College Graduate,No,44400,344272,72,1,Rural,Y
24942,F,Married,0,College Graduate,No,79010,219676,84,1,Urban,N
6939,M,Single,0,College Graduate,No,35100,487808,12,1,Rural,N
5254,F,Single,2,High School Graduate,No,32000,390611,24,1,Urban,N
8486,M,Married,1,College Graduate,No,38750,359274,12,1,Urban,Y
1968,M,Single,0,High School Graduate,No,24000,277673,108,1,Urban,Y
31520,M,Married,0,College Graduate,No,138000,213992,6,1,Urban,Y
17864,M,Married,0,College Graduate,No,58650,328156,60,1,Urban,N
6044,F,Single,0,High School Graduate,No,33996,205381,120,1,Rural,N
12867,F,Married,3+,College Graduate,No,48000,95501,72,1,Urban,Y
15106,M,Single,0,College Graduate,Yes,52000,294325,72,1,Urban,Y
28450,M,Married,2,College Graduate,Yes,98280,282280,60,1,Rural,Y
19856,M,Married,2,College Graduate,Yes,62500,436979,12,1,Urban,Y
629,M,Single,1,College Graduate,No,16800,493589,6,1,Urban,N
21795,M,Married,3+,College Graduate,Yes,69000,190852,24,1,Rural,Y
11731,M,Single,1,College Graduate,No,45000,142551,36,1,Urban,Y
21298,M,Married,3+,College Graduate,No,66614,373650,60,1,Urban,Y
7671,F,Married,1,High School Graduate,No,36750,473534,120,0,Urban,N
14474,M,Single,1,College Graduate,No,50000,110028,108,1,Rural,Y
5423,M,Single,2,College Graduate,No,32004,449629,108,1,Urban,Y
2259,M,Married,0,High School Graduate,No,24570,54148,84,1,Rural,Y
25353,M,Married,1,College Graduate,Yes,80000,496469,60,1,Rural,Y
15293,M,Single,0,College Graduate,No,52000,340792,6,1,Urban,N
2623,M,Married,2,High School Graduate,No,25200,132705,108,1,Urban,Y
15527,M,Single,0,College Graduate,No,53000,457646,36,1,Urban,N
17248,M,Married,0,College Graduate,No,56700,465020,84,1,Rural,Y
22254,M,Married,2,College Graduate,No,70000,396261,12,0,Urban,Y
6781,M,Married,2,High School Graduate,No,35000,421423,84,1,Urban,N
19896,M,Married,0,College Graduate,Yes,62900,454638,48,0,Rural,N
27303,M,Single,2,College Graduate,No,90000,130504,108,1,Rural,Y
23888,M,Married,2,College Graduate,Yes,75000,208334,72,1,Urban,Y
6990,M,Single,0,High School Graduate,No,35400,62249,84,1,Rural,Y
3207,M,Single,1,College Graduate,No,27919,,72,1,Rural,Y
16800,F,Married,1,College Graduate,Yes,55000,71619,96,0,Rural,N
918,M,Single,0,High School Graduate,No,19000,383265,108,1,Urban,N
15633,M,Single,0,College Graduate,Yes,53004,437069,12,1,Urban,Y
15978,F,Single,0,College Graduate,No,54000,170835,6,1,Urban,Y
5359,M,Single,1,High School Graduate,No,32000,410103,60,0,Urban,N
28871,F,Married,0,College Graduate,Yes,100000,358022,72,1,Urban,N
9920,M,Married,2,College Graduate,No,41496,234462,72,1,Urban,Y
8541,F,Single,0,College Graduate,No,39000,133485,72,1,Rural,Y
7425,M,Single,0,College Graduate,No,36000,380439,72,0,Urban,Y
16695,F,Single,1,College Graduate,Yes,55000,56117,108,0,Urban,Y
10231,M,Married,0,College Graduate,No,42000,310882,48,0,Rural,Y
19915,F,Married,0,College Graduate,Yes,63000,129961,48,1,Rural,Y
9380,F,Married,1,College Graduate,No,40000,77553,108,1,Rural,Y
13260,M,Married,0,College Graduate,No,48000,474555,96,1,Rural,Y
26918,M,Single,2,College Graduate,Yes,88200,322394,48,1,Urban,Y
16444,F,Single,1,College Graduate,Yes,55000,333851,96,0,Rural,Y
10578,M,Married,0,College Graduate,No,42500,244939,108,1,Rural,Y
29706,F,Married,0,College Graduate,Yes,110000,474694,24,0,Rural,Y
9322,F,Married,0,College Graduate,No,40000,214513,108,1,Urban,Y
13777,M,Single,3+,College Graduate,No,50000,80566,48,1,Rural,Y
26055,M,Married,0,College Graduate,No,84000,193855,24,1,Urban,Y
7221,F,Single,0,College Graduate,No,36000,237556,72,1,Rural,Y
4415,F,Married,3+,College Graduate,No,30000,481759,12,0,Urban,N
17822,F,Single,2,College Graduate,No,58500,427052,12,1,Urban,N
18260,M,Single,0,College Graduate,Yes,60000,372780,6,1,Urban,Y
16116,M,Single,1,College Graduate,No,54000,80061,60,1,Urban,N
9705,F,Single,0,College Graduate,No,40800,371033,36,1,Urban,Y
19163,M,Married,3+,College Graduate,No,60000,107248,108,1,Rural,Y
14910,M,Married,1,College Graduate,Yes,51500,171505,108,1,Urban,Y
2489,M,Single,3+,College Graduate,No,25000,462540,48,1,Urban,Y
30715,F,Single,0,College Graduate,No,120000,288197,84,1,Rural,N
22764,M,Single,0,College Graduate,No,71500,267941,36,1,Rural,N
10211,F,Married,1,College Graduate,No,42000,135482,96,1,Rural,Y
29760,F,Married,2,College Graduate,Yes,110000,284671,84,1,Urban,Y
7709,M,Married,0,College Graduate,No,36996,445197,24,1,Rural,Y
3893,F,Married,0,High School Graduate,No,30000,218241,60,0,Rural,Y
24571,M,Married,0,College Graduate,No,77533,451297,48,1,Urban,Y
13775,M,Married,0,College Graduate,No,50000,448677,96,1,Urban,Y
24081,F,Married,0,College Graduate,Yes,75000,282400,120,0,Urban,Y
10275,F,Married,2,College Graduate,No,42000,485099,48,0,Urban,Y
31257,F,Married,3+,College Graduate,Yes,130000,209507,120,1,Urban,Y
17067,F,Single,0,College Graduate,Yes,56000,400391,72,1,Rural,N
25114,M,Single,2,College Graduate,No,80000,213442,120,1,Urban,Y
4605,M,Single,0,High School Graduate,No,30000,476565,36,1,Rural,Y
8332,M,Single,1,College Graduate,No,38400,60134,60,1,Urban,Y
29511,F,Single,0,College Graduate,Yes,108000,150845,72,0,Urban,N
20169,M,Single,2,College Graduate,No,64000,287293,6,1,Rural,Y
10225,F,Married,2,College Graduate,No,42000,246192,48,1,Urban,Y
5640,F,Married,2,College Graduate,No,33000,279322,60,1,Urban,N
31589,M,Single,1,College Graduate,No,140000,482735,96,1,Rural,Y
30726,M,Married,3+,College Graduate,No,120000,111412,36,1,Rural,Y
16261,M,Single,2,College Graduate,Yes,54590,311695,6,1,Urban,Y
11624,M,Married,2,College Graduate,No,45000,165024,12,1,Rural,N
22480,M,Married,0,College Graduate,Yes,70000,104102,84,1,Urban,Y
744,M,Single,3+,College Graduate,No,18000,271996,108,1,Urban,Y
15753,M,Single,0,College Graduate,Yes,54000,330450,24,1,Urban,Y
11702,M,Single,0,College Graduate,No,45000,450530,84,1,Urban,Y
6793,M,Married,0,High School Graduate,No,35000,111993,96,1,Rural,Y
6941,F,Single,2,College Graduate,No,35100,299075,48,1,Urban,Y
1141,M,Single,3+,High School Graduate,No,20000,207575,24,1,Urban,N
408,M,Married,3+,High School Graduate,No,14400,462940,108,1,Rural,N
25322,M,Married,3+,College Graduate,No,80000,129607,84,1,Urban,N
27382,M,Single,2,College Graduate,Yes,90000,82445,84,1,Urban,N
23279,M,Single,2,College Graduate,Yes,73000,91771,6,1,Urban,N
22159,F,Single,1,College Graduate,Yes,70000,499084,6,1,Rural,N
30252,M,Single,0,College Graduate,No,116004,153203,96,1,Rural,N
15665,F,Married,1,College Graduate,Yes,53329,140203,108,1,Rural,Y
29988,M,Single,3+,College Graduate,No,113000,247909,108,1,Rural,N
18866,M,Single,0,College Graduate,No,60000,352445,84,1,Urban,Y
13197,M,Single,1,College Graduate,No,48000,367321,36,1,Urban,Y
13881,M,Single,1,College Graduate,No,50000,239586,108,1,Rural,Y
16766,M,Married,3+,College Graduate,Yes,55000,340477,6,1,Rural,Y
22687,M,Married,0,College Graduate,No,71000,86919,72,0,Urban,N
15401,F,Single,2,College Graduate,No,52692,465138,12,1,Urban,N
28190,M,Single,1,College Graduate,Yes,96000,336330,84,1,Urban,Y
23202,F,Single,1,College Graduate,Yes,72700,129539,84,1,Rural,Y
18744,M,Married,1,College Graduate,No,60000,487731,96,1,Rural,N
14884,M,Married,3+,College Graduate,Yes,51356,287481,108,1,Urban,Y
8782,M,Married,0,College Graduate,No,39600,397707,96,1,Urban,Y
26878,F,Married,0,College Graduate,Yes,88000,390446,48,1,Rural,Y
27308,M,Single,2,College Graduate,Yes,90000,357944,108,1,Rural,N
15000,M,Single,0,College Graduate,Yes,51996,69042,24,1,Urban,Y
2942,M,Married,0,College Graduate,No,26500,230686,84,1,Urban,Y
4147,F,Married,0,High School Graduate,No,30000,91961,96,1,Rural,N
12232,M,Single,0,College Graduate,No,46000,159819,12,1,Rural,Y
3234,M,Married,0,High School Graduate,No,27996,254766,48,1,Urban,N
924,M,Single,2,College Graduate,No,19000,469253,108,0,Rural,N
14803,M,Married,1,College Graduate,Yes,51000,455715,6,1,Urban,Y
14773,F,Married,0,College Graduate,Yes,51000,132199,6,0,Urban,Y
25500,F,Single,3+,College Graduate,Yes,80004,205965,84,1,Rural,Y
22563,F,Single,0,College Graduate,Yes,70000,348052,48,1,Urban,Y
4349,M,Single,0,High School Graduate,No,30000,173445,120,1,Rural,Y
25332,M,Married,0,College Graduate,No,80000,446578,108,1,Rural,Y
13290,F,Single,0,College Graduate,No,48000,484865,12,1,Urban,N
7632,M,Married,2,College Graduate,No,36500,239411,108,0,Urban,Y
21005,F,Married,0,College Graduate,No,65200,462869,24,1,Rural,Y
23262,M,Married,0,College Graduate,No,73000,186865,96,1,Rural,Y
3405,M,Married,0,College Graduate,No,28500,57703,6,1,Urban,Y
20921,M,Married,0,College Graduate,No,65000,279517,108,0,Urban,Y
9934,F,Married,0,College Graduate,No,41508,158661,72,1,Rural,Y
20393,M,Married,1,College Graduate,No,64800,216124,84,1,Urban,Y
25730,F,Single,2,College Graduate,Yes,82000,262550,72,1,Urban,Y
8946,M,Single,2,College Graduate,No,39996,377435,60,0,Urban,N
15232,M,Married,0,College Graduate,Yes,52000,346271,72,1,Urban,N
20915,M,Married,0,College Graduate,Yes,65000,438908,108,1,Rural,Y
23025,F,Single,3+,College Graduate,No,72000,312667,48,1,Urban,Y
603,M,Single,2,High School Graduate,No,16560,125339,120,1,Rural,N
12353,M,Single,0,College Graduate,No,46152,225306,96,1,Urban,Y
28203,M,Married,0,College Graduate,Yes,96000,102426,108,1,Urban,Y
7913,F,Married,0,College Graduate,No,37200,234027,108,0,Urban,N
24640,F,Married,2,College Graduate,Yes,78000,458495,6,1,Rural,Y
13997,M,Married,0,College Graduate,No,50000,75184,84,0,Rural,Y
16178,M,Married,3+,College Graduate,Yes,54000,110943,84,1,Rural,Y
23202,F,Single,1,College Graduate,Yes,72700,129539,84,1,Rural,Y
30967,F,Single,1,College Graduate,No,125000,217417,72,0,Rural,Y
20374,M,Married,0,College Graduate,Yes,64600,101043,84,1,Urban,N
24719,F,Married,0,College Graduate,Yes,78000,483831,12,1,Urban,Y
28977,M,Married,0,College Graduate,Yes,101000,305435,48,1,Urban,Y
29238,M,Married,0,College Graduate,No,105000,71409,24,1,Rural,Y
17921,M,Married,1,College Graduate,Yes,59000,336199,120,1,Urban,N
24321,M,Single,2,College Graduate,Yes,76000,143174,60,0,Urban,Y
30325,M,Married,0,College Graduate,Yes,118000,231503,48,0,Rural,Y
15244,M,Single,1,College Graduate,No,52000,67010,60,1,Urban,Y
23556,F,Married,0,College Graduate,Yes,74100,314424,6,1,Urban,Y
25730,F,Single,2,College Graduate,Yes,82000,262550,72,1,Urban,Y
12831,M,Married,2,College Graduate,No,48000,218169,120,1,Urban,N
28141,M,Married,0,College Graduate,Yes,96000,73742,72,0,Urban,Y
1836,M,Single,0,College Graduate,No,23830,402031,84,1,Rural,Y
8566,M,Single,0,College Graduate,No,39000,83439,84,1,Rural,N
1720,M,Married,0,College Graduate,No,23000,220229,120,1,Rural,N
6759,F,Married,3+,College Graduate,No,35000,114064,48,1,Urban,Y
9898,M,Single,3+,College Graduate,No,41280,109684,84,1,Rural,Y
31116,M,Single,2,College Graduate,Yes,128474,73362,48,1,Urban,N
21706,M,Married,2,College Graduate,No,68340,387591,72,1,Urban,Y
31070,M,Married,0,College Graduate,No,127000,264998,6,0,Rural,Y
12579,F,Single,2,College Graduate,No,47000,394040,120,1,Urban,Y
24617,M,Single,0,College Graduate,Yes,78000,303315,24,0,Rural,N
18503,M,Married,2,College Graduate,Yes,60000,162235,24,1,Urban,Y
23241,F,Single,2,College Graduate,Yes,73000,163062,72,0,Urban,N
14982,M,Single,0,College Graduate,Yes,51900,248418,96,1,Urban,N
26530,M,Married,1,College Graduate,No,85272,273093,120,1,Urban,Y
17111,M,Married,0,College Graduate,Yes,56000,273342,48,1,Rural,Y
21480,M,Married,0,College Graduate,Yes,67500,187267,108,1,Rural,N
25523,M,Married,2,College Graduate,No,80400,256802,96,1,Urban,Y
7052,M,Married,0,High School Graduate,No,35976,260226,96,0,Urban,Y
31150,F,Married,0,College Graduate,Yes,130000,163987,60,1,Rural,Y
4089,M,Single,0,College Graduate,No,30000,221575,48,1,Urban,N
25956,M,Single,0,College Graduate,No,83330,421077,6,1,Urban,Y
18035,F,Single,2,College Graduate,Yes,59000,238531,36,1,Rural,Y
26729,M,Married,0,College Graduate,No,87000,420940,96,0,Rural,Y
14566,F,Single,0,College Graduate,Yes,50004,149034,108,1,Rural,N
28470,M,Married,0,College Graduate,No,98603,221599,60,1,Rural,Y
19972,M,Married,2,College Graduate,Yes,63000,125820,6,1,Rural,Y
3242,M,Single,0,College Graduate,No,28000,427630,108,1,Rural,Y
22776,M,Single,0,College Graduate,No,71700,63564,96,1,Urban,Y
22790,M,Married,3+,College Graduate,Yes,72000,381825,72,0,Rural,Y
20591,M,Single,0,College Graduate,No,65000,434116,12,1,Rural,Y
10322,M,Single,0,College Graduate,No,42000,408146,84,0,Urban,Y
20905,M,Single,0,College Graduate,Yes,65000,154363,96,1,Rural,N
352,M,Married,1,College Graduate,No,14400,201602,24,1,Rural,Y
25425,M,Married,0,College Graduate,Yes,80000,455642,96,1,Rural,Y
25614,F,Married,0,College Graduate,Yes,81000,456519,84,1,Urban,Y
7610,M,Married,1,College Graduate,No,36400,85647,108,1,Rural,N
11637,F,Single,2,College Graduate,No,45000,82260,84,1,Rural,N
8948,M,Single,0,College Graduate,No,39996,82131,24,1,Rural,Y
6198,M,Single,1,College Graduate,No,34000,280891,108,0,Rural,Y
27572,M,Single,3+,College Graduate,No,92000,332262,60,0,Urban,Y
1826,M,Single,0,College Graduate,No,23712,174674,96,1,Rural,Y
20722,M,Married,0,College Graduate,No,65000,498525,72,0,Rural,Y
6816,M,Married,1,College Graduate,No,35000,196383,60,1,Urban,Y
24769,M,Married,2,College Graduate,No,78000,213613,24,1,Rural,Y
245,F,Married,0,College Graduate,No,12360,433509,60,1,Rural,Y
25331,M,Single,0,College Graduate,Yes,80000,351744,120,1,Urban,Y
19853,F,Married,0,College Graduate,No,62500,369795,36,1,Rural,Y
30913,M,Single,1,College Graduate,Yes,125000,255095,48,1,Urban,N
13257,M,Married,0,College Graduate,No,48000,296435,96,1,Rural,N
18580,F,Married,0,College Graduate,Yes,60000,421279,12,0,Urban,N
4322,F,Married,0,High School Graduate,No,30000,223226,6,1,Rural,Y
31150,F,Married,0,College Graduate,Yes,130000,163987,60,1,Rural,Y
222,F,Single,2,College Graduate,No,12000,345103,12,1,Urban,Y
2102,F,Married,0,High School Graduate,No,24000,170019,48,1,Rural,Y
11407,M,Married,0,College Graduate,No,45000,342913,6,0,Urban,Y
22468,M,Single,0,College Graduate,Yes,70000,198723,120,1,Rural,Y
2562,M,Single,0,College Graduate,No,25000,167722,96,1,Rural,Y
20995,M,Single,3+,College Graduate,Yes,65025,323417,72,0,Rural,Y
4631,M,Married,0,High School Graduate,No,30000,488184,108,1,Rural,N
30988,F,Married,1,College Graduate,Yes,125000,313319,12,1,Rural,Y
21407,M,Single,0,College Graduate,Yes,67000,83022,24,1,Rural,Y
23874,M,Married,0,College Graduate,No,75000,54091,60,1,Rural,N
26100,M,Single,2,College Graduate,Yes,84000,261401,36,1,Urban,Y
29145,F,Single,0,College Graduate,No,103000,360260,84,1,Urban,Y
19172,M,Married,3+,College Graduate,Yes,60000,476984,108,1,Urban,Y
9496,F,Married,2,College Graduate,No,40000,59591,12,0,Rural,Y
29717,M,Single,0,College Graduate,No,110000,104665,84,0,Urban,Y
6426,M,Single,2,High School Graduate,No,34800,299607,24,1,Rural,Y
7704,M,Married,0,High School Graduate,No,36996,200596,48,1,Rural,N
19171,M,Married,2,College Graduate,No,60000,277604,108,1,Urban,Y
25349,M,Married,2,College Graduate,No,80000,179858,60,1,Rural,Y
2421,M,Married,0,High School Graduate,No,25000,215483,60,1,Urban,Y
26891,F,Married,0,College Graduate,No,88000,113949,60,1,Urban,N
16012,M,Married,0,College Graduate,No,54000,295321,84,1,Urban,N
5303,M,Single,1,High School Graduate,No,32000,150447,6,1,Urban,Y
19432,M,Single,0,College Graduate,Yes,61350,292522,6,1,Urban,Y
